dataset,policy,rep,seed_split,seed_cv,seed_opt,cv_best,test_acc,evals_to_99pct,final_curve_value
vehicle,spiral,3,3,42,3,0.8401742919389978,0.8529411764705882,4,0.8401742919389978
vehicle,spiral,4,4,42,4,0.8564596949891067,0.7647058823529411,12,0.8564596949891067
vehicle,spiral,5,5,42,5,0.8550108932461875,0.8176470588235294,23,0.8550108932461875
vehicle,spiral,6,6,42,6,0.8447167755991286,0.8411764705882353,11,0.8447167755991286
vehicle,spiral,7,7,42,7,0.8416557734204794,0.8235294117647058,4,0.8416557734204794
vehicle,spiral,8,8,42,8,0.8416884531590414,0.8764705882352941,23,0.8416884531590414
vehicle,spiral,9,9,42,9,0.8535511982570807,0.8588235294117647,11,0.8535511982570807
vehicle,spiral,10,10,42,10,0.8550217864923748,0.8470588235294118,4,0.8550217864923748
vehicle,spiral,11,11,42,11,0.8595098039215687,0.8529411764705882,2,0.8595098039215687
vehicle,spiral,12,12,42,12,0.8520261437908496,0.8352941176470589,23,0.8520261437908496
vehicle,spiral,13,13,42,13,0.8446732026143792,0.8470588235294118,3,0.8446732026143792
vehicle,spiral,14,14,42,14,0.8343137254901961,0.8647058823529412,11,0.8343137254901961
vehicle,spiral,15,15,42,15,0.8506100217864923,0.8117647058823529,4,0.8506100217864923
vehicle,spiral,16,16,42,16,0.843202614379085,0.8823529411764706,47,0.843202614379085
vehicle,spiral,17,17,42,17,0.8535729847494554,0.8294117647058824,4,0.8535729847494554
vehicle,spiral,18,18,42,18,0.8417102396514162,0.8529411764705882,23,0.8417102396514162
vehicle,spiral,19,19,42,19,0.849193899782135,0.8470588235294118,11,0.849193899782135
vehicle,spiral,20,20,42,20,0.838769063180828,0.8352941176470589,4,0.838769063180828
vehicle,spiral,21,21,42,21,0.846165577342048,0.8529411764705882,4,0.846165577342048
vehicle,spiral,22,22,42,22,0.8447167755991286,0.8705882352941177,23,0.8447167755991286
vehicle,spiral,23,23,42,23,0.8521132897603486,0.8647058823529412,12,0.8521132897603486
vehicle,spiral,24,24,42,24,0.8609586056644881,0.8588235294117647,75,0.8609586056644881
vehicle,spiral,25,25,42,25,0.8505773420479302,0.8294117647058824,4,0.8505773420479302
vehicle,spiral,26,26,42,26,0.8505337690631809,0.8470588235294118,4,0.8505337690631809
vehicle,spiral,27,27,42,27,0.8579956427015251,0.8058823529411765,4,0.8579956427015251
vehicle,spiral,28,28,42,28,0.8476143790849673,0.8352941176470589,4,0.8476143790849673
vehicle,spiral,29,29,42,29,0.8313725490196078,0.888235294117647,4,0.8313725490196078
vehicle,random,0,0,42,0,0.8550980392156863,0.8411764705882353,40,0.8550980392156863
vehicle,random,1,1,42,1,0.8491394335511983,0.8352941176470589,60,0.8491394335511983
vehicle,random,2,2,42,2,0.847636165577342,0.8470588235294118,90,0.847636165577342
vehicle,random,3,3,42,3,0.8401742919389978,0.8529411764705882,1,0.8401742919389978
vehicle,random,4,4,42,4,0.8564596949891067,0.7647058823529411,31,0.8564596949891067
vehicle,random,5,5,42,5,0.8550108932461875,0.8176470588235294,5,0.8550108932461875
vehicle,random,6,6,42,6,0.8447167755991286,0.8411764705882353,18,0.8447167755991286
vehicle,random,7,7,42,7,0.8416557734204794,0.8235294117647058,24,0.8416557734204794
vehicle,random,8,8,42,8,0.8416884531590414,0.8764705882352941,67,0.8416884531590414
vehicle,random,9,9,42,9,0.8535511982570807,0.8588235294117647,10,0.8535511982570807
vehicle,random,10,10,42,10,0.8550217864923748,0.8470588235294118,16,0.8550217864923748
vehicle,random,11,11,42,11,0.8595098039215687,0.8529411764705882,20,0.8595098039215687
vehicle,random,12,12,42,12,0.8520261437908496,0.8352941176470589,33,0.8520261437908496
vehicle,random,13,13,42,13,0.8446732026143792,0.8470588235294118,27,0.8446732026143792
vehicle,random,14,14,42,14,0.8343137254901961,0.8647058823529412,14,0.8343137254901961
vehicle,random,15,15,42,15,0.8506100217864923,0.8117647058823529,24,0.8506100217864923
vehicle,random,16,16,42,16,0.843202614379085,0.8823529411764706,18,0.843202614379085
vehicle,random,17,17,42,17,0.8535729847494554,0.8294117647058824,5,0.8535729847494554
vehicle,random,18,18,42,18,0.8417102396514162,0.8529411764705882,15,0.8417102396514162
vehicle,random,19,19,42,19,0.849193899782135,0.8470588235294118,40,0.849193899782135
vehicle,random,20,20,42,20,0.838769063180828,0.8352941176470589,2,0.838769063180828
vehicle,random,21,21,42,21,0.846165577342048,0.8529411764705882,3,0.846165577342048
vehicle,random,22,22,42,22,0.8447167755991286,0.8705882352941177,74,0.8447167755991286
vehicle,random,23,23,42,23,0.8521132897603486,0.8647058823529412,21,0.8521132897603486
vehicle,random,24,24,42,24,0.8609586056644881,0.8588235294117647,79,0.8609586056644881
vehicle,random,25,25,42,25,0.8505773420479302,0.8294117647058824,4,0.8505773420479302
vehicle,random,26,26,42,26,0.8505337690631809,0.8470588235294118,31,0.8505337690631809
vehicle,random,27,27,42,27,0.8579956427015251,0.8058823529411765,20,0.8579956427015251
vehicle,random,28,28,42,28,0.8476143790849673,0.8352941176470589,36,0.8476143790849673
vehicle,random,29,29,42,29,0.8313725490196078,0.888235294117647,20,0.8313725490196078
wdbc,row_major,0,0,42,0,0.9824175824175825,0.9736842105263158,26,0.9824175824175825
wdbc,row_major,1,1,42,1,0.9802197802197803,0.9824561403508771,36,0.9802197802197803
wdbc,row_major,2,2,42,2,0.9758241758241759,0.9824561403508771,25,0.9758241758241759
wdbc,row_major,3,3,42,3,0.9780219780219781,0.9824561403508771,25,0.9780219780219781
wdbc,row_major,4,4,42,4,0.9780219780219781,0.9649122807017544,26,0.9780219780219781
wdbc,row_major,5,5,42,5,0.9780219780219781,0.9824561403508771,35,0.9780219780219781
wdbc,row_major,6,6,42,6,0.9780219780219781,0.9912280701754386,36,0.9780219780219781
wdbc,row_major,7,7,42,7,0.9846153846153847,0.9649122807017544,26,0.9846153846153847
wdbc,row_major,8,8,42,8,0.9802197802197803,0.9912280701754386,25,0.9802197802197803
wdbc,row_major,9,9,42,9,0.9758241758241759,0.9824561403508771,26,0.9758241758241759
wdbc,row_major,10,10,42,10,0.9714285714285715,0.9824561403508771,26,0.9714285714285715
wdbc,row_major,11,11,42,11,0.9846153846153847,0.9649122807017544,26,0.9846153846153847
wdbc,row_major,12,12,42,12,0.9692307692307693,0.9912280701754386,26,0.9692307692307693
wdbc,row_major,13,13,42,13,0.9780219780219781,0.9824561403508771,36,0.9780219780219781
wdbc,row_major,14,14,42,14,0.9780219780219781,0.9912280701754386,25,0.9780219780219781
wdbc,row_major,15,15,42,15,0.9780219780219781,0.9824561403508771,35,0.9780219780219781
wdbc,row_major,16,16,42,16,0.9780219780219781,0.9824561403508771,26,0.9780219780219781
wdbc,row_major,17,17,42,17,0.9736263736263737,1.0,34,0.9736263736263737
wdbc,row_major,18,18,42,18,0.9824175824175825,0.956140350877193,26,0.9824175824175825
wdbc,row_major,19,19,42,19,0.9802197802197803,0.9736842105263158,35,0.9802197802197803
wdbc,row_major,20,20,42,20,0.9780219780219781,0.9736842105263158,26,0.9780219780219781
wdbc,row_major,21,21,42,21,0.9714285714285715,0.9912280701754386,26,0.9714285714285715
wdbc,row_major,22,22,42,22,0.989010989010989,0.956140350877193,26,0.989010989010989
wdbc,row_major,23,23,42,23,0.9670329670329669,0.9824561403508771,26,0.9670329670329669
wdbc,row_major,24,24,42,24,0.9780219780219781,0.9736842105263158,35,0.9780219780219781
wdbc,row_major,25,25,42,25,0.9758241758241757,0.9473684210526315,25,0.9758241758241757
wdbc,row_major,26,26,42,26,0.9780219780219781,0.9912280701754386,35,0.9780219780219781
wdbc,row_major,27,27,42,27,0.9758241758241759,0.9824561403508771,26,0.9758241758241759
wdbc,row_major,28,28,42,28,0.9736263736263737,0.9912280701754386,26,0.9736263736263737
wdbc,row_major,29,29,42,29,0.9736263736263735,0.9824561403508771,25,0.9736263736263735
wdbc,col_major,0,0,42,0,0.9824175824175825,0.9736842105263158,9,0.9824175824175825
wdbc,col_major,1,1,42,1,0.9802197802197803,0.9824561403508771,8,0.9802197802197803
wdbc,col_major,2,2,42,2,0.9758241758241759,0.9824561403508771,7,0.9758241758241759
wdbc,col_major,3,3,42,3,0.9780219780219781,0.9824561403508771,8,0.9780219780219781
wdbc,col_major,4,4,42,4,0.9780219780219781,0.9649122807017544,8,0.9780219780219781
wdbc,col_major,5,5,42,5,0.9780219780219781,0.9824561403508771,8,0.9780219780219781
wdbc,col_major,6,6,42,6,0.9780219780219781,0.9912280701754386,7,0.9780219780219781
wdbc,col_major,7,7,42,7,0.9846153846153847,0.9649122807017544,8,0.9846153846153847
wdbc,col_major,8,8,42,8,0.9802197802197803,0.9912280701754386,8,0.9802197802197803
wdbc,col_major,9,9,42,9,0.9758241758241759,0.9824561403508771,7,0.9758241758241759
wdbc,col_major,10,10,42,10,0.9714285714285715,0.9824561403508771,7,0.9714285714285715
wdbc,col_major,11,11,42,11,0.9846153846153847,0.956140350877193,7,0.9846153846153847
wdbc,col_major,12,12,42,12,0.9692307692307693,0.9912280701754386,7,0.9692307692307693
wdbc,col_major,13,13,42,13,0.9780219780219781,0.9824561403508771,8,0.9780219780219781
wdbc,col_major,14,14,42,14,0.9780219780219781,0.9912280701754386,7,0.9780219780219781
wdbc,col_major,15,15,42,15,0.9780219780219781,0.9649122807017544,8,0.9780219780219781
wdbc,col_major,16,16,42,16,0.9780219780219781,0.9824561403508771,7,0.9780219780219781
wdbc,col_major,17,17,42,17,0.9736263736263737,0.9736842105263158,7,0.9736263736263737
wdbc,col_major,18,18,42,18,0.9824175824175825,0.956140350877193,7,0.9824175824175825
wdbc,col_major,19,19,42,19,0.9802197802197803,0.9736842105263158,8,0.9802197802197803
wdbc,col_major,20,20,42,20,0.9780219780219781,0.9736842105263158,7,0.9780219780219781
wdbc,col_major,21,21,42,21,0.9714285714285715,0.9824561403508771,7,0.9714285714285715
wdbc,col_major,22,22,42,22,0.989010989010989,0.956140350877193,8,0.989010989010989
wdbc,col_major,23,23,42,23,0.9670329670329669,0.9824561403508771,7,0.9670329670329669
wdbc,col_major,24,24,42,24,0.9780219780219781,0.9736842105263158,8,0.9780219780219781
wdbc,col_major,25,25,42,25,0.9758241758241757,0.9473684210526315,7,0.9758241758241757
wdbc,col_major,26,26,42,26,0.9780219780219781,0.9912280701754386,7,0.9780219780219781
wdbc,col_major,27,27,42,27,0.9758241758241759,0.9824561403508771,7,0.9758241758241759
wdbc,col_major,28,28,42,28,0.9736263736263737,0.9912280701754386,8,0.9736263736263737
wdbc,col_major,29,29,42,29,0.9736263736263735,0.9824561403508771,7,0.9736263736263735
wdbc,spiral,0,0,42,0,0.9824175824175825,0.9736842105263158,1,0.9824175824175825
wdbc,spiral,1,1,42,1,0.9802197802197803,0.9824561403508771,1,0.9802197802197803
wdbc,spiral,2,2,42,2,0.9758241758241759,0.9824561403508771,1,0.9758241758241759
wdbc,spiral,3,3,42,3,0.9780219780219781,0.9824561403508771,1,0.9780219780219781
wdbc,spiral,4,4,42,4,0.9780219780219781,0.9649122807017544,1,0.9780219780219781
wdbc,spiral,5,5,42,5,0.9780219780219781,0.9824561403508771,1,0.9780219780219781
wdbc,spiral,6,6,42,6,0.9780219780219781,0.9912280701754386,1,0.9780219780219781
wdbc,spiral,7,7,42,7,0.9846153846153847,0.9649122807017544,1,0.9846153846153847
wdbc,spiral,8,8,42,8,0.9802197802197803,0.9912280701754386,1,0.9802197802197803
wdbc,spiral,9,9,42,9,0.9758241758241759,0.9824561403508771,1,0.9758241758241759
wdbc,spiral,10,10,42,10,0.9714285714285715,0.9824561403508771,1,0.9714285714285715
wdbc,spiral,11,11,42,11,0.9846153846153847,0.9649122807017544,1,0.9846153846153847
wdbc,spiral,12,12,42,12,0.9692307692307693,0.9736842105263158,1,0.9692307692307693
wdbc,spiral,13,13,42,13,0.9780219780219781,0.9824561403508771,1,0.9780219780219781
wdbc,spiral,14,14,42,14,0.9780219780219781,0.9912280701754386,1,0.9780219780219781
wdbc,spiral,15,15,42,15,0.9780219780219781,0.9736842105263158,1,0.9780219780219781
wdbc,spiral,16,16,42,16,0.9780219780219781,0.9824561403508771,1,0.9780219780219781
wdbc,spiral,17,17,42,17,0.9736263736263737,1.0,1,0.9736263736263737
wdbc,spiral,18,18,42,18,0.9824175824175825,0.9649122807017544,1,0.9824175824175825
wdbc,spiral,19,19,42,19,0.9802197802197803,0.9736842105263158,1,0.9802197802197803
wdbc,spiral,20,20,42,20,0.9780219780219781,0.9736842105263158,2,0.9780219780219781
wdbc,spiral,21,21,42,21,0.9714285714285715,0.9912280701754386,1,0.9714285714285715
wdbc,spiral,22,22,42,22,0.989010989010989,0.956140350877193,1,0.989010989010989
wdbc,spiral,23,23,42,23,0.9670329670329669,0.9824561403508771,2,0.9670329670329669
wdbc,spiral,24,24,42,24,0.9780219780219781,0.9736842105263158,1,0.9780219780219781
wdbc,spiral,25,25,42,25,0.9758241758241757,0.9473684210526315,1,0.9758241758241757
wdbc,spiral,26,26,42,26,0.9780219780219781,0.9912280701754386,1,0.9780219780219781
wdbc,spiral,27,27,42,27,0.9758241758241759,0.9824561403508771,1,0.9758241758241759
wdbc,spiral,28,28,42,28,0.9736263736263737,0.9912280701754386,1,0.9736263736263737
wdbc,spiral,29,29,42,29,0.9736263736263735,0.9736842105263158,1,0.9736263736263735
wdbc,random,0,0,42,0,0.9824175824175825,0.9736842105263158,11,0.9824175824175825
wdbc,random,1,1,42,1,0.9802197802197803,0.9824561403508771,14,0.9802197802197803
wdbc,random,2,2,42,2,0.9758241758241759,0.9824561403508771,4,0.9758241758241759
wdbc,random,3,3,42,3,0.9780219780219781,0.9824561403508771,9,0.9780219780219781
wdbc,random,4,4,42,4,0.9780219780219781,0.9649122807017544,5,0.9780219780219781
wdbc,random,5,5,42,5,0.9780219780219781,0.9824561403508771,10,0.9780219780219781
wdbc,random,6,6,42,6,0.9780219780219781,0.9912280701754386,4,0.9780219780219781
wdbc,random,7,7,42,7,0.9846153846153847,0.9649122807017544,8,0.9846153846153847
wdbc,random,8,8,42,8,0.9802197802197803,0.9912280701754386,4,0.9802197802197803
wdbc,random,9,9,42,9,0.9758241758241759,0.9824561403508771,1,0.9758241758241759
wdbc,random,10,10,42,10,0.9714285714285715,0.9824561403508771,3,0.9714285714285715
wdbc,random,11,11,42,11,0.9846153846153847,0.9649122807017544,7,0.9846153846153847
wdbc,random,12,12,42,12,0.9692307692307693,0.9912280701754386,10,0.9692307692307693
wdbc,random,13,13,42,13,0.9780219780219781,0.9824561403508771,2,0.9780219780219781
wdbc,random,14,14,42,14,0.9780219780219781,0.9912280701754386,1,0.9780219780219781
wdbc,random,15,15,42,15,0.9780219780219781,0.9649122807017544,4,0.9780219780219781
wdbc,random,16,16,42,16,0.9780219780219781,0.9824561403508771,2,0.9780219780219781
wdbc,random,17,17,42,17,0.9736263736263737,0.9736842105263158,1,0.9736263736263737
wdbc,random,18,18,42,18,0.9824175824175825,0.9649122807017544,1,0.9824175824175825
wdbc,random,19,19,42,19,0.9802197802197803,0.9736842105263158,2,0.9802197802197803
wdbc,random,20,20,42,20,0.9780219780219781,0.9736842105263158,1,0.9780219780219781
wdbc,random,21,21,42,21,0.9714285714285715,0.9824561403508771,4,0.9714285714285715
wdbc,random,22,22,42,22,0.989010989010989,0.956140350877193,25,0.989010989010989
wdbc,random,23,23,42,23,0.9670329670329669,0.9824561403508771,2,0.9670329670329669
wdbc,random,24,24,42,24,0.9780219780219781,0.9736842105263158,9,0.9780219780219781
wdbc,random,25,25,42,25,0.9758241758241757,0.9473684210526315,3,0.9758241758241757
wdbc,random,26,26,42,26,0.9780219780219781,0.9912280701754386,7,0.9780219780219781
wdbc,random,27,27,42,27,0.9758241758241759,0.9824561403508771,3,0.9758241758241759
wdbc,random,28,28,42,28,0.9736263736263737,0.9912280701754386,9,0.9736263736263737
wdbc,random,29,29,42,29,0.9736263736263735,0.9824561403508771,6,0.9736263736263735
car,row_major,0,0,42,0,0.988413645162978,0.9971098265895953,46,0.988413645162978
car,row_major,1,1,42,1,0.9949327682729032,0.9942196531791907,36,0.9949327682729032
car,row_major,2,2,42,2,0.9927667032909537,1.0,46,0.9927667032909537
car,row_major,3,3,42,3,0.9905980222884947,1.0,36,0.9905980222884947
car,row_major,4,4,42,4,0.9942159786532727,1.0,36,0.9942159786532727
car,row_major,5,5,42,5,0.9963794276147124,1.0,46,0.9963794276147124
car,row_major,6,6,42,6,0.993486108931094,0.9971098265895953,36,0.993486108931094
car,row_major,7,7,42,7,0.9927614712499345,1.0,36,0.9927614712499345
car,row_major,8,8,42,8,0.9884293412860357,1.0,36,0.9884293412860357
car,row_major,9,9,42,9,0.9971066813163816,1.0,46,0.9971066813163816
car,row_major,10,10,42,10,0.9949353842934128,1.0,46,0.9949353842934128
car,row_major,11,11,42,11,0.9934939569926229,0.9884393063583815,36,0.9934939569926229
car,row_major,12,12,42,12,0.9956626379950819,0.9971098265895953,46,0.9956626379950819
car,row_major,13,13,42,13,0.9920394495892848,0.9942196531791907,46,0.9920394495892848
car,row_major,14,14,42,14,0.9949380003139225,0.9942196531791907,46,0.9949380003139225
car,row_major,15,15,42,15,0.992771935331973,0.9913294797687862,46,0.992771935331973
car,row_major,16,16,42,16,0.9949380003139225,1.0,46,0.9949380003139225
car,row_major,17,17,42,17,0.9963794276147124,1.0,46,0.9963794276147124
car,row_major,18,18,42,18,0.9978339350180505,0.9884393063583815,46,0.9978339350180505
car,row_major,19,19,42,19,0.997104065295872,1.0,46,0.997104065295872
car,row_major,20,20,42,20,0.9971040652958718,0.9971098265895953,46,0.9971040652958718
car,row_major,21,21,42,21,0.9942107466122534,1.0,46,0.9942107466122534
car,row_major,22,22,42,22,0.9927667032909537,1.0,36,0.9927667032909537
car,row_major,23,23,42,23,0.9913252759901636,1.0,36,0.9913252759901636
car,row_major,24,24,42,24,0.9971040652958718,0.9971098265895953,46,0.9971040652958718
car,row_major,25,25,42,25,0.9978287029770314,1.0,46,0.9978287029770314
car,row_major,26,26,42,26,0.9891487469261758,1.0,46,0.9891487469261758
car,row_major,27,27,42,27,0.9942133626327632,0.9942196531791907,36,0.9942133626327632
car,row_major,28,28,42,28,0.9942107466122534,0.9971098265895953,46,0.9942107466122534
car,row_major,29,29,42,29,0.9905954062679851,1.0,36,0.9905954062679851
car,col_major,0,0,42,0,0.988413645162978,0.9942196531791907,29,0.988413645162978
car,col_major,1,1,42,1,0.9949327682729032,0.9942196531791907,39,0.9949327682729032
car,col_major,2,2,42,2,0.9927667032909537,1.0,46,0.9927667032909537
car,col_major,3,3,42,3,0.9905980222884947,1.0,38,0.9905980222884947
car,col_major,4,4,42,4,0.9942159786532727,1.0,29,0.9942159786532727
car,col_major,5,5,42,5,0.9963794276147124,1.0,30,0.9963794276147124
car,col_major,6,6,42,6,0.993486108931094,0.9971098265895953,29,0.993486108931094
car,col_major,7,7,42,7,0.9927614712499345,1.0,29,0.9927614712499345
car,col_major,8,8,42,8,0.9884293412860357,1.0,29,0.9884293412860357
car,col_major,9,9,42,9,0.9971066813163816,1.0,37,0.9971066813163816
car,col_major,10,10,42,10,0.9949353842934128,1.0,46,0.9949353842934128
car,col_major,11,11,42,11,0.9934939569926229,0.9884393063583815,29,0.9934939569926229
car,col_major,12,12,42,12,0.9956626379950819,0.9971098265895953,29,0.9956626379950819
car,col_major,13,13,42,13,0.9920394495892848,0.9942196531791907,29,0.9920394495892848
car,col_major,14,14,42,14,0.9949380003139225,0.9942196531791907,46,0.9949380003139225
car,col_major,15,15,42,15,0.992771935331973,0.9913294797687862,29,0.992771935331973
car,col_major,16,16,42,16,0.9949380003139225,1.0,37,0.9949380003139225
car,col_major,17,17,42,17,0.9963794276147124,1.0,37,0.9963794276147124
car,col_major,18,18,42,18,0.9978339350180505,0.9884393063583815,29,0.9978339350180505
car,col_major,19,19,42,19,0.997104065295872,1.0,30,0.997104065295872
car,col_major,20,20,42,20,0.9971040652958718,0.9971098265895953,29,0.9971040652958718
car,col_major,21,21,42,21,0.9942107466122534,1.0,46,0.9942107466122534
car,col_major,22,22,42,22,0.9927667032909537,1.0,29,0.9927667032909537
car,col_major,23,23,42,23,0.9913252759901636,1.0,29,0.9913252759901636
car,col_major,24,24,42,24,0.9971040652958718,0.9971098265895953,37,0.9971040652958718
car,col_major,25,25,42,25,0.9978287029770314,1.0,37,0.9978287029770314
car,col_major,26,26,42,26,0.9891487469261758,1.0,29,0.9891487469261758
car,col_major,27,27,42,27,0.9942133626327632,0.9942196531791907,37,0.9942133626327632
car,col_major,28,28,42,28,0.9942107466122534,0.9971098265895953,37,0.9942107466122534
car,col_major,29,29,42,29,0.9905954062679851,1.0,29,0.9905954062679851
car,spiral,0,0,42,0,0.988413645162978,0.9971098265895953,2,0.988413645162978
car,spiral,1,1,42,1,0.9949327682729032,0.9942196531791907,2,0.9949327682729032
car,spiral,2,2,42,2,0.9927667032909537,1.0,2,0.9927667032909537
car,spiral,3,3,42,3,0.9905980222884947,1.0,2,0.9905980222884947
car,spiral,4,4,42,4,0.9942159786532727,1.0,2,0.9942159786532727
car,spiral,5,5,42,5,0.9963794276147124,1.0,2,0.9963794276147124
car,spiral,6,6,42,6,0.993486108931094,0.9971098265895953,2,0.993486108931094
car,spiral,7,7,42,7,0.9927614712499345,1.0,2,0.9927614712499345
car,spiral,8,8,42,8,0.9884293412860357,1.0,2,0.9884293412860357
car,spiral,9,9,42,9,0.9971066813163816,1.0,2,0.9971066813163816
car,spiral,10,10,42,10,0.9949353842934128,1.0,2,0.9949353842934128
car,spiral,11,11,42,11,0.9934939569926229,0.9884393063583815,2,0.9934939569926229
car,spiral,12,12,42,12,0.9956626379950819,0.9971098265895953,2,0.9956626379950819
car,spiral,13,13,42,13,0.9920394495892848,0.9942196531791907,2,0.9920394495892848
car,spiral,14,14,42,14,0.9949380003139225,0.9942196531791907,2,0.9949380003139225
car,spiral,15,15,42,15,0.992771935331973,0.9913294797687862,2,0.992771935331973
car,spiral,16,16,42,16,0.9949380003139225,1.0,2,0.9949380003139225
car,spiral,17,17,42,17,0.9963794276147124,1.0,2,0.9963794276147124
car,spiral,18,18,42,18,0.9978339350180505,0.9884393063583815,2,0.9978339350180505
car,spiral,19,19,42,19,0.997104065295872,1.0,2,0.997104065295872
car,spiral,20,20,42,20,0.9971040652958718,0.9971098265895953,2,0.9971040652958718
car,spiral,21,21,42,21,0.9942107466122534,1.0,2,0.9942107466122534
car,spiral,22,22,42,22,0.9927667032909537,1.0,2,0.9927667032909537
car,spiral,23,23,42,23,0.9913252759901636,1.0,2,0.9913252759901636
car,spiral,24,24,42,24,0.9971040652958718,0.9971098265895953,2,0.9971040652958718
car,spiral,25,25,42,25,0.9978287029770314,1.0,2,0.9978287029770314
car,spiral,26,26,42,26,0.9891487469261758,1.0,2,0.9891487469261758
car,spiral,27,27,42,27,0.9942133626327632,0.9942196531791907,2,0.9942133626327632
car,spiral,28,28,42,28,0.9942107466122534,0.9971098265895953,2,0.9942107466122534
car,spiral,29,29,42,29,0.9905954062679851,1.0,2,0.9905954062679851
car,random,0,0,42,0,0.988413645162978,0.9971098265895953,4,0.988413645162978
car,random,1,1,42,1,0.9949327682729032,0.9942196531791907,2,0.9949327682729032
car,random,2,2,42,2,0.9927667032909537,1.0,23,0.9927667032909537
car,random,3,3,42,3,0.9905980222884947,1.0,4,0.9905980222884947
car,random,4,4,42,4,0.9942159786532727,1.0,13,0.9942159786532727
car,random,5,5,42,5,0.9963794276147124,1.0,5,0.9963794276147124
car,random,6,6,42,6,0.993486108931094,0.9971098265895953,4,0.993486108931094
car,random,7,7,42,7,0.9927614712499345,1.0,7,0.9927614712499345
car,random,8,8,42,8,0.9884293412860357,1.0,5,0.9884293412860357
car,random,9,9,42,9,0.9971066813163816,1.0,1,0.9971066813163816
car,random,10,10,42,10,0.9949353842934128,1.0,15,0.9949353842934128
car,random,11,11,42,11,0.9934939569926229,0.9884393063583815,13,0.9934939569926229
car,random,12,12,42,12,0.9956626379950819,0.9971098265895953,3,0.9956626379950819
car,random,13,13,42,13,0.9920394495892848,0.9942196531791907,3,0.9920394495892848
car,random,14,14,42,14,0.9949380003139225,0.9942196531791907,5,0.9949380003139225
car,random,15,15,42,15,0.992771935331973,0.9913294797687862,1,0.992771935331973
car,random,16,16,42,16,0.9949380003139225,1.0,7,0.9949380003139225
car,random,17,17,42,17,0.9963794276147124,1.0,5,0.9963794276147124
car,random,18,18,42,18,0.9978339350180505,0.9884393063583815,4,0.9978339350180505
car,random,19,19,42,19,0.997104065295872,1.0,1,0.997104065295872
car,random,20,20,42,20,0.9971040652958718,0.9971098265895953,2,0.9971040652958718
car,random,21,21,42,21,0.9942107466122534,1.0,3,0.9942107466122534
car,random,22,22,42,22,0.9927667032909537,1.0,3,0.9927667032909537
car,random,23,23,42,23,0.9913252759901636,1.0,3,0.9913252759901636
car,random,24,24,42,24,0.9971040652958718,0.9971098265895953,12,0.9971040652958718
car,random,25,25,42,25,0.9978287029770314,1.0,4,0.9978287029770314
car,random,26,26,42,26,0.9891487469261758,1.0,3,0.9891487469261758
car,random,27,27,42,27,0.9942133626327632,0.9942196531791907,6,0.9942133626327632
car,random,28,28,42,28,0.9942107466122534,0.9971098265895953,10,0.9942107466122534
car,random,29,29,42,29,0.9905954062679851,1.0,1,0.9905954062679851
ilpd,row_major,0,0,42,0,0.7210706932052163,0.7094017094017094,1,0.7210706932052163
ilpd,row_major,1,1,42,1,0.7231297185998627,0.717948717948718,40,0.7231297185998627
ilpd,row_major,2,2,42,2,0.7253946465339741,0.6837606837606838,27,0.7253946465339741
ilpd,row_major,3,3,42,3,0.7381606039807826,0.6324786324786325,40,0.7381606039807826
ilpd,row_major,4,4,42,4,0.7252345001143905,0.6752136752136753,39,0.7252345001143905
ilpd,row_major,5,5,42,5,0.7274307938686798,0.6923076923076923,29,0.7274307938686798
ilpd,row_major,6,6,42,6,0.7274307938686799,0.6666666666666666,37,0.7274307938686799
ilpd,row_major,7,7,42,7,0.7231525966598034,0.6581196581196581,46,0.7231525966598034
ilpd,row_major,8,8,42,8,0.7169068862960423,0.6837606837606838,1,0.7169068862960423
ilpd,row_major,9,9,42,9,0.7211622054449783,0.6410256410256411,1,0.7211622054449783
ilpd,row_major,10,10,42,10,0.7296499656829102,0.6666666666666666,27,0.7296499656829102
ilpd,row_major,11,11,42,11,0.7167467398764586,0.717948717948718,1,0.7167467398764586
ilpd,row_major,12,12,42,12,0.7231297185998626,0.7264957264957265,39,0.7231297185998626
ilpd,row_major,13,13,42,13,0.7274536719286205,0.7264957264957265,39,0.7274536719286205
ilpd,row_major,14,14,42,14,0.727568062228323,0.6837606837606838,86,0.727568062228323
ilpd,row_major,15,15,42,15,0.725348890414093,0.717948717948718,28,0.725348890414093
ilpd,row_major,16,16,42,16,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,row_major,17,17,42,17,0.7317318691374972,0.7264957264957265,76,0.7317318691374972
ilpd,row_major,18,18,42,18,0.7231983527796844,0.7094017094017094,40,0.7231983527796844
ilpd,row_major,19,19,42,19,0.7231297185998627,0.717948717948718,28,0.7231297185998627
ilpd,row_major,20,20,42,20,0.7168611301761612,0.7264957264957265,1,0.7168611301761612
ilpd,row_major,21,21,42,21,0.7253717684740335,0.6923076923076923,40,0.7253717684740335
ilpd,row_major,22,22,42,22,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,row_major,23,23,42,23,0.714687714481812,0.6837606837606838,1,0.714687714481812
ilpd,row_major,24,24,42,24,0.7338366506520249,0.6581196581196581,49,0.7338366506520249
ilpd,row_major,25,25,42,25,0.7253717684740335,0.6837606837606838,40,0.7253717684740335
ilpd,row_major,26,26,42,26,0.7231297185998627,0.6837606837606838,28,0.7231297185998627
