dataset,policy,rep,seed_split,seed_cv,seed_opt,cv_best,test_acc,evals_to_99pct,final_curve_value
ilpd,row_major,27,27,42,27,0.725440402653855,0.6068376068376068,28,0.725440402653855
ilpd,row_major,28,28,42,28,0.7231525966598034,0.6666666666666666,40,0.7231525966598034
ilpd,row_major,29,29,42,29,0.7531686113017617,0.6153846153846154,39,0.7531686113017617
ilpd,col_major,0,0,42,0,0.7210706932052163,0.7094017094017094,1,0.7210706932052163
ilpd,col_major,1,1,42,1,0.7231297185998627,0.717948717948718,94,0.7231297185998627
ilpd,col_major,2,2,42,2,0.7253946465339741,0.6837606837606838,63,0.7253946465339741
ilpd,col_major,3,3,42,3,0.7381606039807826,0.6324786324786325,94,0.7381606039807826
ilpd,col_major,4,4,42,4,0.7252345001143905,0.6752136752136753,84,0.7252345001143905
ilpd,col_major,5,5,42,5,0.7274307938686798,0.6923076923076923,29,0.7274307938686798
ilpd,col_major,6,6,42,6,0.7274307938686799,0.6666666666666666,39,0.7274307938686799
ilpd,col_major,7,7,42,7,0.7231525966598034,0.6581196581196581,39,0.7231525966598034
ilpd,col_major,8,8,42,8,0.7169068862960423,0.6837606837606838,1,0.7169068862960423
ilpd,col_major,9,9,42,9,0.7211622054449783,0.6410256410256411,1,0.7211622054449783
ilpd,col_major,10,10,42,10,0.7296499656829102,0.6666666666666666,63,0.7296499656829102
ilpd,col_major,11,11,42,11,0.7167467398764586,0.717948717948718,1,0.7167467398764586
ilpd,col_major,12,12,42,12,0.7231297185998626,0.7264957264957265,84,0.7231297185998626
ilpd,col_major,13,13,42,13,0.7274536719286205,0.7264957264957265,84,0.7274536719286205
ilpd,col_major,14,14,42,14,0.727568062228323,0.6837606837606838,59,0.727568062228323
ilpd,col_major,15,15,42,15,0.725348890414093,0.717948717948718,73,0.725348890414093
ilpd,col_major,16,16,42,16,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,col_major,17,17,42,17,0.7317318691374972,0.7264957264957265,39,0.7317318691374972
ilpd,col_major,18,18,42,18,0.7231983527796844,0.7094017094017094,85,0.7231983527796844
ilpd,col_major,19,19,42,19,0.7231297185998627,0.717948717948718,45,0.7231297185998627
ilpd,col_major,20,20,42,20,0.7168611301761612,0.7264957264957265,1,0.7168611301761612
ilpd,col_major,21,21,42,21,0.7253717684740335,0.6923076923076923,75,0.7253717684740335
ilpd,col_major,22,22,42,22,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,col_major,23,23,42,23,0.714687714481812,0.6837606837606838,1,0.714687714481812
ilpd,col_major,24,24,42,24,0.7338366506520249,0.6581196581196581,40,0.7338366506520249
ilpd,col_major,25,25,42,25,0.7253717684740335,0.6837606837606838,20,0.7253717684740335
ilpd,col_major,26,26,42,26,0.7231297185998627,0.6837606837606838,73,0.7231297185998627
ilpd,col_major,27,27,42,27,0.725440402653855,0.6068376068376068,40,0.725440402653855
ilpd,col_major,28,28,42,28,0.7231525966598034,0.6666666666666666,48,0.7231525966598034
ilpd,col_major,29,29,42,29,0.7531686113017617,0.6153846153846154,84,0.7531686113017617
ilpd,spiral,0,0,42,0,0.7210706932052163,0.7094017094017094,1,0.7210706932052163
ilpd,spiral,1,1,42,1,0.7231297185998627,0.717948717948718,58,0.7231297185998627
ilpd,spiral,2,2,42,2,0.7253946465339741,0.6837606837606838,30,0.7253946465339741
ilpd,spiral,3,3,42,3,0.7381606039807826,0.6239316239316239,58,0.7381606039807826
ilpd,spiral,4,4,42,4,0.7252345001143905,0.6752136752136753,34,0.7252345001143905
ilpd,spiral,5,5,42,5,0.7274307938686798,0.6923076923076923,15,0.7274307938686798
ilpd,spiral,6,6,42,6,0.7274307938686799,0.6666666666666666,11,0.7274307938686799
ilpd,spiral,7,7,42,7,0.7231525966598034,0.6581196581196581,2,0.7231525966598034
ilpd,spiral,8,8,42,8,0.7169068862960423,0.6837606837606838,1,0.7169068862960423
ilpd,spiral,9,9,42,9,0.7211622054449783,0.6410256410256411,5,0.7211622054449783
ilpd,spiral,10,10,42,10,0.7296499656829102,0.6666666666666666,8,0.7296499656829102
ilpd,spiral,11,11,42,11,0.7167467398764586,0.717948717948718,1,0.7167467398764586
ilpd,spiral,12,12,42,12,0.7231297185998626,0.7264957264957265,42,0.7231297185998626
ilpd,spiral,13,13,42,13,0.7274536719286205,0.7264957264957265,34,0.7274536719286205
ilpd,spiral,14,14,42,14,0.727568062228323,0.6837606837606838,48,0.727568062228323
ilpd,spiral,15,15,42,15,0.725348890414093,0.717948717948718,38,0.725348890414093
ilpd,spiral,16,16,42,16,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,spiral,17,17,42,17,0.7317318691374972,0.7264957264957265,24,0.7317318691374972
ilpd,spiral,18,18,42,18,0.7231983527796844,0.7094017094017094,34,0.7231983527796844
ilpd,spiral,19,19,42,19,0.7231297185998627,0.717948717948718,1,0.7231297185998627
ilpd,spiral,20,20,42,20,0.7168611301761612,0.7264957264957265,1,0.7168611301761612
ilpd,spiral,21,21,42,21,0.7253717684740335,0.6923076923076923,18,0.7253717684740335
ilpd,spiral,22,22,42,22,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,spiral,23,23,42,23,0.714687714481812,0.6837606837606838,1,0.714687714481812
ilpd,spiral,24,24,42,24,0.7338366506520249,0.6581196581196581,23,0.7338366506520249
ilpd,spiral,25,25,42,25,0.7253717684740335,0.6837606837606838,58,0.7253717684740335
ilpd,spiral,26,26,42,26,0.7231297185998627,0.6837606837606838,38,0.7231297185998627
ilpd,spiral,27,27,42,27,0.725440402653855,0.6068376068376068,38,0.725440402653855
ilpd,spiral,28,28,42,28,0.7231525966598034,0.6666666666666666,4,0.7231525966598034
ilpd,spiral,29,29,42,29,0.7531686113017617,0.6153846153846154,42,0.7531686113017617
ilpd,random,0,0,42,0,0.7210706932052163,0.7094017094017094,3,0.7210706932052163
ilpd,random,1,1,42,1,0.7231297185998627,0.717948717948718,9,0.7231297185998627
ilpd,random,2,2,42,2,0.7253946465339741,0.6837606837606838,8,0.7253946465339741
ilpd,random,3,3,42,3,0.7381606039807826,0.6239316239316239,19,0.7381606039807826
ilpd,random,4,4,42,4,0.7252345001143905,0.6752136752136753,36,0.7252345001143905
ilpd,random,5,5,42,5,0.7274307938686798,0.6923076923076923,4,0.7274307938686798
ilpd,random,6,6,42,6,0.7274307938686799,0.6666666666666666,20,0.7274307938686799
ilpd,random,7,7,42,7,0.7231525966598034,0.6581196581196581,16,0.7231525966598034
ilpd,random,8,8,42,8,0.7169068862960423,0.6837606837606838,1,0.7169068862960423
ilpd,random,9,9,42,9,0.7211622054449783,0.6410256410256411,2,0.7211622054449783
ilpd,random,10,10,42,10,0.7296499656829102,0.6666666666666666,9,0.7296499656829102
ilpd,random,11,11,42,11,0.7167467398764586,0.717948717948718,2,0.7167467398764586
ilpd,random,12,12,42,12,0.7231297185998626,0.7264957264957265,37,0.7231297185998626
ilpd,random,13,13,42,13,0.7274536719286205,0.7264957264957265,53,0.7274536719286205
ilpd,random,14,14,42,14,0.727568062228323,0.6837606837606838,85,0.727568062228323
ilpd,random,15,15,42,15,0.725348890414093,0.717948717948718,95,0.725348890414093
ilpd,random,16,16,42,16,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,random,17,17,42,17,0.7317318691374972,0.7264957264957265,29,0.7317318691374972
ilpd,random,18,18,42,18,0.7231983527796844,0.7094017094017094,6,0.7231983527796844
ilpd,random,19,19,42,19,0.7231297185998627,0.717948717948718,12,0.7231297185998627
ilpd,random,20,20,42,20,0.7168611301761612,0.7264957264957265,1,0.7168611301761612
ilpd,random,21,21,42,21,0.7253717684740335,0.6923076923076923,27,0.7253717684740335
ilpd,random,22,22,42,22,0.71459620224205,0.7094017094017094,1,0.71459620224205
ilpd,random,23,23,42,23,0.714687714481812,0.6837606837606838,1,0.714687714481812
ilpd,random,24,24,42,24,0.7338366506520249,0.6581196581196581,8,0.7338366506520249
ilpd,random,25,25,42,25,0.7253717684740335,0.6837606837606838,8,0.7253717684740335
ilpd,random,26,26,42,26,0.7231297185998627,0.6837606837606838,57,0.7231297185998627
ilpd,random,27,27,42,27,0.725440402653855,0.6068376068376068,7,0.725440402653855
ilpd,random,28,28,42,28,0.7231525966598034,0.6666666666666666,11,0.7231525966598034
ilpd,random,29,29,42,29,0.7531686113017617,0.6153846153846154,9,0.7531686113017617
qsar-biodeg,row_major,0,0,42,0,0.89339954916878,0.8720379146919431,46,0.89339954916878
qsar-biodeg,row_major,1,1,42,1,0.8826923076923077,0.8909952606635071,36,0.8826923076923077
qsar-biodeg,row_major,2,2,42,2,0.8909904198365737,0.8388625592417062,26,0.8909904198365737
qsar-biodeg,row_major,3,3,42,3,0.8791420118343195,0.8909952606635071,26,0.8791420118343195
qsar-biodeg,row_major,4,4,42,4,0.8886094674556213,0.8530805687203792,35,0.8886094674556213
qsar-biodeg,row_major,5,5,42,5,0.8886306001690617,0.8483412322274881,36,0.8886306001690617
qsar-biodeg,row_major,6,6,42,6,0.8803324880247956,0.9052132701421801,36,0.8803324880247956
qsar-biodeg,row_major,7,7,42,7,0.876803324880248,0.8957345971563981,26,0.876803324880248
qsar-biodeg,row_major,8,8,42,8,0.8779656241194702,0.8862559241706162,26,0.8779656241194702
qsar-biodeg,row_major,9,9,42,9,0.8827063961679347,0.8672985781990521,35,0.8827063961679347
qsar-biodeg,row_major,10,10,42,10,0.879134967596506,0.8815165876777251,26,0.879134967596506
qsar-biodeg,row_major,11,11,42,11,0.889821076359538,0.8767772511848341,36,0.889821076359538
qsar-biodeg,row_major,12,12,42,12,0.8744082840236687,0.909952606635071,26,0.8744082840236687
qsar-biodeg,row_major,13,13,42,13,0.876803324880248,0.8909952606635071,36,0.876803324880248
qsar-biodeg,row_major,14,14,42,14,0.8767328825021133,0.8672985781990521,45,0.8767328825021133
qsar-biodeg,row_major,15,15,42,15,0.885087348548887,0.8672985781990521,36,0.885087348548887
qsar-biodeg,row_major,16,16,42,16,0.8743730628346013,0.9004739336492891,26,0.8743730628346013
qsar-biodeg,row_major,17,17,42,17,0.8685193012116089,0.9004739336492891,26,0.8685193012116089
qsar-biodeg,row_major,18,18,42,18,0.8827345731191885,0.8767772511848341,26,0.8827345731191885
qsar-biodeg,row_major,19,19,42,19,0.8838898281205975,0.8199052132701422,26,0.8838898281205975
qsar-biodeg,row_major,20,20,42,20,0.8886165116934348,0.8436018957345972,26,0.8886165116934348
qsar-biodeg,row_major,21,21,42,21,0.8803043110735418,0.8767772511848341,26,0.8803043110735418
qsar-biodeg,row_major,22,22,42,22,0.8933502395040858,0.8388625592417062,36,0.8933502395040858
qsar-biodeg,row_major,23,23,42,23,0.8862707805015498,0.8530805687203792,36,0.8862707805015498
qsar-biodeg,row_major,24,24,42,24,0.880276134122288,0.8862559241706162,26,0.880276134122288
qsar-biodeg,row_major,25,25,42,25,0.8815370526908989,0.8957345971563981,45,0.8815370526908989
qsar-biodeg,row_major,26,26,42,26,0.8791420118343195,0.8862559241706162,36,0.8791420118343195
qsar-biodeg,row_major,27,27,42,27,0.8720695970695971,0.8767772511848341,26,0.8720695970695971
qsar-biodeg,row_major,28,28,42,28,0.8826852634544942,0.8720379146919431,26,0.8826852634544942
qsar-biodeg,row_major,29,29,42,29,0.8684981684981686,0.909952606635071,26,0.8684981684981686
qsar-biodeg,col_major,0,0,42,0,0.89339954916878,0.8720379146919431,46,0.89339954916878
qsar-biodeg,col_major,1,1,42,1,0.8826923076923077,0.8909952606635071,20,0.8826923076923077
qsar-biodeg,col_major,2,2,42,2,0.8909904198365737,0.8388625592417062,8,0.8909904198365737
qsar-biodeg,col_major,3,3,42,3,0.8791420118343195,0.8909952606635071,8,0.8791420118343195
qsar-biodeg,col_major,4,4,42,4,0.8886094674556213,0.8530805687203792,17,0.8886094674556213
qsar-biodeg,col_major,5,5,42,5,0.8886306001690617,0.8483412322274881,29,0.8886306001690617
qsar-biodeg,col_major,6,6,42,6,0.8803324880247956,0.9052132701421801,46,0.8803324880247956
qsar-biodeg,col_major,7,7,42,7,0.876803324880248,0.8815165876777251,30,0.876803324880248
qsar-biodeg,col_major,8,8,42,8,0.8779656241194702,0.8862559241706162,8,0.8779656241194702
qsar-biodeg,col_major,9,9,42,9,0.8827063961679347,0.8672985781990521,36,0.8827063961679347
qsar-biodeg,col_major,10,10,42,10,0.879134967596506,0.8815165876777251,36,0.879134967596506
qsar-biodeg,col_major,11,11,42,11,0.889821076359538,0.8767772511848341,37,0.889821076359538
qsar-biodeg,col_major,12,12,42,12,0.8744082840236687,0.909952606635071,8,0.8744082840236687
qsar-biodeg,col_major,13,13,42,13,0.876803324880248,0.8909952606635071,36,0.876803324880248
qsar-biodeg,col_major,14,14,42,14,0.8767328825021133,0.8672985781990521,45,0.8767328825021133
qsar-biodeg,col_major,15,15,42,15,0.885087348548887,0.8672985781990521,36,0.885087348548887
qsar-biodeg,col_major,16,16,42,16,0.8743730628346013,0.9004739336492891,10,0.8743730628346013
qsar-biodeg,col_major,17,17,42,17,0.8685193012116089,0.9004739336492891,37,0.8685193012116089
qsar-biodeg,col_major,18,18,42,18,0.8827345731191885,0.8767772511848341,9,0.8827345731191885
qsar-biodeg,col_major,19,19,42,19,0.8838898281205975,0.8199052132701422,8,0.8838898281205975
qsar-biodeg,col_major,20,20,42,20,0.8886165116934348,0.8436018957345972,45,0.8886165116934348
qsar-biodeg,col_major,21,21,42,21,0.8803043110735418,0.8767772511848341,36,0.8803043110735418
qsar-biodeg,col_major,22,22,42,22,0.8933502395040858,0.8388625592417062,54,0.8933502395040858
qsar-biodeg,col_major,23,23,42,23,0.8862707805015498,0.8530805687203792,8,0.8862707805015498
qsar-biodeg,col_major,24,24,42,24,0.880276134122288,0.8862559241706162,8,0.880276134122288
qsar-biodeg,col_major,25,25,42,25,0.8815370526908989,0.8957345971563981,9,0.8815370526908989
qsar-biodeg,col_major,26,26,42,26,0.8791420118343195,0.8862559241706162,26,0.8791420118343195
qsar-biodeg,col_major,27,27,42,27,0.8720695970695971,0.8767772511848341,8,0.8720695970695971
qsar-biodeg,col_major,28,28,42,28,0.8826852634544942,0.8720379146919431,9,0.8826852634544942
qsar-biodeg,col_major,29,29,42,29,0.8684981684981686,0.909952606635071,27,0.8684981684981686
qsar-biodeg,spiral,0,0,42,0,0.89339954916878,0.8720379146919431,2,0.89339954916878
qsar-biodeg,spiral,1,1,42,1,0.8826923076923077,0.8909952606635071,1,0.8826923076923077
qsar-biodeg,spiral,2,2,42,2,0.8909904198365737,0.8388625592417062,1,0.8909904198365737
qsar-biodeg,spiral,3,3,42,3,0.8791420118343195,0.8909952606635071,1,0.8791420118343195
qsar-biodeg,spiral,4,4,42,4,0.8886094674556213,0.8530805687203792,1,0.8886094674556213
qsar-biodeg,spiral,5,5,42,5,0.8886306001690617,0.8483412322274881,1,0.8886306001690617
qsar-biodeg,spiral,6,6,42,6,0.8803324880247956,0.9052132701421801,2,0.8803324880247956
qsar-biodeg,spiral,7,7,42,7,0.876803324880248,0.8815165876777251,2,0.876803324880248
qsar-biodeg,spiral,8,8,42,8,0.8779656241194702,0.8862559241706162,1,0.8779656241194702
qsar-biodeg,spiral,9,9,42,9,0.8827063961679347,0.8672985781990521,1,0.8827063961679347
qsar-biodeg,spiral,10,10,42,10,0.879134967596506,0.8815165876777251,1,0.879134967596506
qsar-biodeg,spiral,11,11,42,11,0.889821076359538,0.8767772511848341,10,0.889821076359538
qsar-biodeg,spiral,12,12,42,12,0.8744082840236687,0.909952606635071,1,0.8744082840236687
qsar-biodeg,spiral,13,13,42,13,0.876803324880248,0.8909952606635071,2,0.876803324880248
qsar-biodeg,spiral,14,14,42,14,0.8767328825021133,0.8672985781990521,1,0.8767328825021133
qsar-biodeg,spiral,15,15,42,15,0.885087348548887,0.8672985781990521,1,0.885087348548887
qsar-biodeg,spiral,16,16,42,16,0.8743730628346013,0.9004739336492891,1,0.8743730628346013
qsar-biodeg,spiral,17,17,42,17,0.8685193012116089,0.9004739336492891,1,0.8685193012116089
qsar-biodeg,spiral,18,18,42,18,0.8827345731191885,0.8767772511848341,2,0.8827345731191885
qsar-biodeg,spiral,19,19,42,19,0.8838898281205975,0.8199052132701422,1,0.8838898281205975
qsar-biodeg,spiral,20,20,42,20,0.8886165116934348,0.8436018957345972,1,0.8886165116934348
qsar-biodeg,spiral,21,21,42,21,0.8803043110735418,0.8767772511848341,1,0.8803043110735418
qsar-biodeg,spiral,22,22,42,22,0.8933502395040858,0.8388625592417062,2,0.8933502395040858
qsar-biodeg,spiral,23,23,42,23,0.8862707805015498,0.8530805687203792,1,0.8862707805015498
qsar-biodeg,spiral,24,24,42,24,0.880276134122288,0.8862559241706162,1,0.880276134122288
qsar-biodeg,spiral,25,25,42,25,0.8815370526908989,0.8957345971563981,1,0.8815370526908989
qsar-biodeg,spiral,26,26,42,26,0.8791420118343195,0.8862559241706162,1,0.8791420118343195
qsar-biodeg,spiral,27,27,42,27,0.8720695970695971,0.8767772511848341,2,0.8720695970695971
qsar-biodeg,spiral,28,28,42,28,0.8826852634544942,0.8720379146919431,1,0.8826852634544942
qsar-biodeg,spiral,29,29,42,29,0.8684981684981686,0.909952606635071,1,0.8684981684981686
qsar-biodeg,random,0,0,42,0,0.89339954916878,0.8720379146919431,9,0.89339954916878
qsar-biodeg,random,1,1,42,1,0.8826923076923077,0.8909952606635071,7,0.8826923076923077
qsar-biodeg,random,2,2,42,2,0.8909904198365737,0.8388625592417062,21,0.8909904198365737
qsar-biodeg,random,3,3,42,3,0.8791420118343195,0.8909952606635071,9,0.8791420118343195
qsar-biodeg,random,4,4,42,4,0.8886094674556213,0.8530805687203792,7,0.8886094674556213
qsar-biodeg,random,5,5,42,5,0.8886306001690617,0.8483412322274881,10,0.8886306001690617
qsar-biodeg,random,6,6,42,6,0.8803324880247956,0.9052132701421801,4,0.8803324880247956
qsar-biodeg,random,7,7,42,7,0.876803324880248,0.8815165876777251,16,0.876803324880248
qsar-biodeg,random,8,8,42,8,0.8779656241194702,0.8862559241706162,4,0.8779656241194702
qsar-biodeg,random,9,9,42,9,0.8827063961679347,0.8672985781990521,18,0.8827063961679347
qsar-biodeg,random,10,10,42,10,0.879134967596506,0.8815165876777251,14,0.879134967596506
qsar-biodeg,random,11,11,42,11,0.889821076359538,0.8767772511848341,52,0.889821076359538
qsar-biodeg,random,12,12,42,12,0.8744082840236687,0.909952606635071,16,0.8744082840236687
qsar-biodeg,random,13,13,42,13,0.876803324880248,0.8909952606635071,39,0.876803324880248
qsar-biodeg,random,14,14,42,14,0.8767328825021133,0.8672985781990521,4,0.8767328825021133
qsar-biodeg,random,15,15,42,15,0.885087348548887,0.8672985781990521,47,0.885087348548887
qsar-biodeg,random,16,16,42,16,0.8743730628346013,0.9004739336492891,2,0.8743730628346013
qsar-biodeg,random,17,17,42,17,0.8685193012116089,0.9004739336492891,6,0.8685193012116089
qsar-biodeg,random,18,18,42,18,0.8827345731191885,0.8767772511848341,1,0.8827345731191885
qsar-biodeg,random,19,19,42,19,0.8838898281205975,0.8199052132701422,2,0.8838898281205975
qsar-biodeg,random,20,20,42,20,0.8886165116934348,0.8436018957345972,4,0.8886165116934348
qsar-biodeg,random,21,21,42,21,0.8803043110735418,0.8767772511848341,28,0.8803043110735418
qsar-biodeg,random,22,22,42,22,0.8933502395040858,0.8388625592417062,32,0.8933502395040858
qsar-biodeg,random,23,23,42,23,0.8862707805015498,0.8530805687203792,2,0.8862707805015498
qsar-biodeg,random,24,24,42,24,0.880276134122288,0.8862559241706162,9,0.880276134122288
qsar-biodeg,random,25,25,42,25,0.8815370526908989,0.8957345971563981,13,0.8815370526908989
qsar-biodeg,random,26,26,42,26,0.8791420118343195,0.8862559241706162,25,0.8791420118343195
qsar-biodeg,random,27,27,42,27,0.8720695970695971,0.8767772511848341,21,0.8720695970695971
qsar-biodeg,random,28,28,42,28,0.8826852634544942,0.8720379146919431,16,0.8826852634544942
qsar-biodeg,random,29,29,42,29,0.8684981684981686,0.909952606635071,8,0.8684981684981686
banknote,row_major,0,0,42,0,1.0,1.0,18,1.0
banknote,row_major,1,1,42,1,1.0,1.0,18,1.0
banknote,row_major,2,2,42,2,1.0,1.0,18,1.0
banknote,row_major,3,3,42,3,1.0,1.0,18,1.0
banknote,row_major,4,4,42,4,1.0,1.0,18,1.0
banknote,row_major,5,5,42,5,1.0,1.0,18,1.0
banknote,row_major,6,6,42,6,1.0,1.0,18,1.0
banknote,row_major,7,7,42,7,1.0,0.9963636363636363,18,1.0
banknote,row_major,8,8,42,8,1.0,1.0,18,1.0
banknote,row_major,9,9,42,9,1.0,1.0,18,1.0
banknote,row_major,10,10,42,10,1.0,1.0,18,1.0
banknote,row_major,11,11,42,11,1.0,1.0,18,1.0
banknote,row_major,12,12,42,12,1.0,1.0,18,1.0
banknote,row_major,13,13,42,13,1.0,1.0,18,1.0
banknote,row_major,14,14,42,14,1.0,1.0,18,1.0
banknote,row_major,15,15,42,15,1.0,1.0,18,1.0
banknote,row_major,16,16,42,16,1.0,1.0,18,1.0
banknote,row_major,17,17,42,17,1.0,1.0,18,1.0
banknote,row_major,18,18,42,18,1.0,1.0,18,1.0
banknote,row_major,19,19,42,19,1.0,1.0,18,1.0
banknote,row_major,20,20,42,20,1.0,1.0,18,1.0
banknote,row_major,21,21,42,21,1.0,1.0,18,1.0
banknote,row_major,22,22,42,22,1.0,1.0,18,1.0
banknote,row_major,23,23,42,23,1.0,1.0,18,1.0
banknote,row_major,24,24,42,24,1.0,1.0,18,1.0
banknote,row_major,25,25,42,25,1.0,1.0,18,1.0
banknote,row_major,26,26,42,26,1.0,1.0,18,1.0
banknote,row_major,27,27,42,27,1.0,1.0,18,1.0
banknote,row_major,28,28,42,28,1.0,1.0,18,1.0
banknote,row_major,29,29,42,29,1.0,1.0,18,1.0
banknote,col_major,0,0,42,0,1.0,1.0,29,1.0
banknote,col_major,1,1,42,1,1.0,1.0,29,1.0
banknote,col_major,2,2,42,2,1.0,1.0,29,1.0
banknote,col_major,3,3,42,3,1.0,1.0,20,1.0
banknote,col_major,4,4,42,4,1.0,1.0,20,1.0
banknote,col_major,5,5,42,5,1.0,1.0,28,1.0
banknote,col_major,6,6,42,6,1.0,1.0,20,1.0
banknote,col_major,7,7,42,7,1.0,0.9890909090909091,20,1.0
banknote,col_major,8,8,42,8,1.0,1.0,20,1.0
banknote,col_major,9,9,42,9,1.0,1.0,20,1.0
banknote,col_major,10,10,42,10,1.0,1.0,20,1.0
banknote,col_major,11,11,42,11,1.0,1.0,29,1.0
banknote,col_major,12,12,42,12,1.0,1.0,20,1.0
banknote,col_major,13,13,42,13,1.0,1.0,20,1.0
banknote,col_major,14,14,42,14,1.0,1.0,20,1.0
banknote,col_major,15,15,42,15,1.0,1.0,20,1.0
banknote,col_major,16,16,42,16,1.0,1.0,20,1.0
banknote,col_major,17,17,42,17,1.0,1.0,20,1.0
banknote,col_major,18,18,42,18,1.0,1.0,20,1.0
banknote,col_major,19,19,42,19,1.0,1.0,20,1.0
banknote,col_major,20,20,42,20,1.0,1.0,29,1.0
banknote,col_major,21,21,42,21,1.0,1.0,20,1.0
banknote,col_major,22,22,42,22,1.0,1.0,20,1.0
banknote,col_major,23,23,42,23,1.0,1.0,29,1.0
banknote,col_major,24,24,42,24,1.0,1.0,20,1.0
banknote,col_major,25,25,42,25,1.0,1.0,20,1.0
banknote,col_major,26,26,42,26,1.0,1.0,20,1.0
banknote,col_major,27,27,42,27,1.0,1.0,20,1.0
banknote,col_major,28,28,42,28,1.0,1.0,20,1.0
banknote,col_major,29,29,42,29,1.0,0.9927272727272727,20,1.0
banknote,spiral,0,0,42,0,1.0,1.0,2,1.0
banknote,spiral,1,1,42,1,1.0,1.0,2,1.0
banknote,spiral,2,2,42,2,1.0,1.0,2,1.0
banknote,spiral,3,3,42,3,1.0,1.0,2,1.0
banknote,spiral,4,4,42,4,1.0,1.0,2,1.0
banknote,spiral,5,5,42,5,1.0,1.0,2,1.0
banknote,spiral,6,6,42,6,1.0,1.0,2,1.0
banknote,spiral,7,7,42,7,1.0,0.9890909090909091,2,1.0
banknote,spiral,8,8,42,8,1.0,1.0,2,1.0
banknote,spiral,9,9,42,9,1.0,1.0,2,1.0
banknote,spiral,10,10,42,10,1.0,1.0,2,1.0
banknote,spiral,11,11,42,11,1.0,1.0,2,1.0
banknote,spiral,12,12,42,12,1.0,1.0,2,1.0
banknote,spiral,13,13,42,13,1.0,1.0,2,1.0
banknote,spiral,14,14,42,14,1.0,1.0,2,1.0
banknote,spiral,15,15,42,15,1.0,1.0,2,1.0
banknote,spiral,16,16,42,16,1.0,1.0,2,1.0
banknote,spiral,17,17,42,17,1.0,1.0,2,1.0
banknote,spiral,18,18,42,18,1.0,1.0,2,1.0
banknote,spiral,19,19,42,19,1.0,1.0,2,1.0
banknote,spiral,20,20,42,20,1.0,1.0,2,1.0
banknote,spiral,21,21,42,21,1.0,1.0,2,1.0
banknote,spiral,22,22,42,22,1.0,1.0,2,1.0
banknote,spiral,23,23,42,23,1.0,1.0,2,1.0
banknote,spiral,24,24,42,24,1.0,1.0,2,1.0
banknote,spiral,25,25,42,25,1.0,1.0,2,1.0
banknote,spiral,26,26,42,26,1.0,1.0,2,1.0
banknote,spiral,27,27,42,27,1.0,1.0,2,1.0
banknote,spiral,28,28,42,28,1.0,1.0,2,1.0
banknote,spiral,29,29,42,29,1.0,1.0,2,1.0
banknote,random,0,0,42,0,1.0,1.0,1,1.0
banknote,random,1,1,42,1,1.0,1.0,2,1.0
banknote,random,2,2,42,2,1.0,1.0,1,1.0
banknote,random,3,3,42,3,1.0,1.0,1,1.0
banknote,random,4,4,42,4,1.0,1.0,3,1.0
banknote,random,5,5,42,5,1.0,1.0,1,1.0
banknote,random,6,6,42,6,1.0,1.0,1,1.0
banknote,random,7,7,42,7,1.0,1.0,1,1.0
banknote,random,8,8,42,8,1.0,1.0,1,1.0
banknote,random,9,9,42,9,1.0,1.0,1,1.0
banknote,random,10,10,42,10,1.0,1.0,4,1.0
banknote,random,11,11,42,11,1.0,1.0,1,1.0
banknote,random,12,12,42,12,1.0,1.0,1,1.0
banknote,random,13,13,42,13,1.0,1.0,1,1.0
banknote,random,14,14,42,14,1.0,1.0,2,1.0
banknote,random,15,15,42,15,1.0,1.0,1,1.0
banknote,random,16,16,42,16,1.0,1.0,5,1.0
banknote,random,17,17,42,17,1.0,1.0,2,1.0
banknote,random,18,18,42,18,1.0,1.0,2,1.0
banknote,random,19,19,42,19,1.0,1.0,1,1.0
banknote,random,20,20,42,20,1.0,1.0,2,1.0
banknote,random,21,21,42,21,1.0,1.0,3,1.0
banknote,random,22,22,42,22,1.0,1.0,2,1.0
banknote,random,23,23,42,23,1.0,1.0,1,1.0
banknote,random,24,24,42,24,1.0,1.0,1,1.0
banknote,random,25,25,42,25,1.0,1.0,2,1.0
banknote,random,26,26,42,26,1.0,1.0,2,1.0
banknote,random,27,27,42,27,1.0,1.0,1,1.0
banknote,random,28,28,42,28,1.0,1.0,1,1.0
banknote,random,29,29,42,29,1.0,1.0,1,1.0
steel-faults,row_major,0,0,42,0,0.7506441240535214,0.8071979434447301,37,0.7506441240535214
steel-faults,row_major,1,1,42,1,0.7802925007779276,0.7326478149100257,37,0.7802925007779276
steel-faults,row_major,2,2,42,2,0.7609542578570688,0.7557840616966581,36,0.7609542578570688
steel-faults,row_major,3,3,42,3,0.7738595581371227,0.7506426735218509,36,0.7738595581371227
steel-faults,row_major,4,4,42,4,0.7641655429934654,0.7480719794344473,36,0.7641655429934654
steel-faults,row_major,5,5,42,5,0.7577346748262628,0.7506426735218509,37,0.7577346748262628
steel-faults,row_major,6,6,42,6,0.7564381288248108,0.7712082262210797,36,0.7564381288248108
