dataset,optimizer,seed,cv_best,test_acc,best_log2C,best_log2gamma,time_sec,evals_to_99pct,n_evals_used
vehicle,grid,0,0.8550980392156863,0.8411764705882353,10.555555555555555,-7.0,16.06684923171997,75,100
vehicle,random,0,0.8565468409586057,0.8529411764705882,11.275956394049544,-7.862896664754277,14.05236005783081,58,100
vehicle,bo_tpe,0,0.8610021786492374,0.8588235294117647,10.187363480956355,-7.186834566845072,19.76868963241577,12,100
vehicle,pso,0,0.8610021786492374,0.8470588235294118,10.542442328698192,-7.281701845771287,14.650872945785522,34,100
vehicle,de,0,0.8565359477124183,0.8529411764705882,13.680870319124992,-8.188060822283786,21.095457792282104,20,100
vehicle,ga,0,0.8565359477124183,0.8529411764705882,13.266261501312352,-8.003001590340451,21.190550804138184,20,100
vehicle,grid,1,0.8491394335511983,0.8352941176470589,10.555555555555555,-7.0,14.535958766937256,75,100
vehicle,random,1,0.843202614379085,0.8294117647058824,8.275892904395777,-5.731995982950446,13.27546501159668,34,100
vehicle,bo_tpe,1,0.8550435729847494,0.8352941176470589,9.88938243216198,-6.159184733356303,16.767671823501587,13,100
vehicle,pso,1,0.8550544662309368,0.8294117647058824,8.96226025771968,-6.6761335124489145,14.04429030418396,11,100
vehicle,de,1,0.853562091503268,0.8352941176470589,10.519466955695572,-6.827764671070241,13.977357864379885,56,100
vehicle,ga,1,0.8506209150326797,0.8411764705882353,9.098158048799167,-6.9116466341886005,17.624967575073242,47,100
vehicle,grid,2,0.847636165577342,0.8470588235294118,15.0,-9.0,15.066429853439333,94,100
vehicle,random,2,0.8417320261437908,0.8294117647058824,4.428197149393579,-5.109057220408655,14.759916305541992,35,100
vehicle,bo_tpe,2,0.8520697167755991,0.8294117647058824,12.976046096040854,-8.031907532704164,23.37257671356201,43,100
vehicle,pso,2,0.841732026143791,0.8294117647058824,5.654977730206887,-5.665342378649408,11.733137130737305,22,100
vehicle,de,2,0.8387581699346406,0.8235294117647058,4.41819770831515,-4.804327799803946,12.200806140899658,20,100
vehicle,ga,2,0.8476252723311546,0.8294117647058824,12.337942940366474,-7.768518721786629,16.93542170524597,24,100
vehicle,grid,3,0.8401742919389978,0.8529411764705882,8.333333333333334,-7.0,12.660072565078735,56,100
vehicle,random,3,0.838769063180828,0.8,14.432052123471353,-10.849484321608667,14.598711252212524,35,100
vehicle,bo_tpe,3,0.8431808278867102,0.8235294117647058,14.899067298903187,-9.22085722401387,22.274998426437374,20,100
vehicle,pso,3,0.8461220043572986,0.8411764705882353,10.86277506931259,-7.433725128667508,25.116185903549194,19,100
vehicle,de,3,0.8416666666666666,0.8470588235294118,12.73528504953735,-8.322917528256703,14.741522073745728,63,100
vehicle,ga,3,0.8431481481481482,0.8647058823529412,4.59113104096759,-5.100426836578016,11.56218671798706,24,100
vehicle,grid,4,0.8564596949891067,0.7647058823529411,15.0,-7.0,12.708887338638306,66,100
vehicle,random,4,0.8564705882352941,0.7764705882352941,13.916565893508867,-6.987746524915174,15.60817837715149,42,100
vehicle,bo_tpe,4,0.8579411764705881,0.7705882352941177,10.036075175521106,-5.562258607950495,14.69715452194214,21,100
vehicle,pso,4,0.8550435729847494,0.788235294117647,11.77784950104758,-8.298440934591923,15.820953845977783,1,100
vehicle,de,4,0.8550435729847494,0.7941176470588235,11.038024139716146,-8.012996967376388,15.188321828842165,6,100
vehicle,ga,4,0.8579411764705881,0.7470588235294118,14.580980457081155,-6.9126499186939565,24.970484495162964,6,100
vehicle,grid,5,0.8550108932461875,0.8176470588235294,15.0,-9.0,14.50851345062256,75,100
vehicle,random,5,0.8505991285403051,0.8411764705882353,14.62937475212021,-7.818993529748692,13.485417604446411,24,100
vehicle,bo_tpe,5,0.8609477124183007,0.8470588235294118,11.769737946351889,-7.325843726221323,20.163638830184937,32,100
vehicle,pso,5,0.8594771241830065,0.8294117647058824,13.585630051862312,-7.770111655814071,17.57206392288208,31,100
vehicle,de,5,0.8594662309368193,0.8411764705882353,13.02794897555964,-7.829747818868934,16.963589906692505,56,100
vehicle,ga,5,0.8505991285403051,0.8294117647058824,10.704761648587132,-6.308777579134135,14.096611976623535,77,100
vehicle,grid,6,0.8447167755991286,0.8411764705882353,12.77777777777778,-9.0,14.150687217712402,65,100
vehicle,random,6,0.8505773420479302,0.8352941176470589,10.58467907052054,-7.786527463890309,13.694512128829956,1,100
vehicle,bo_tpe,6,0.8505882352941176,0.8470588235294118,12.191311892354625,-8.207772826639857,19.3543643951416,1,100
vehicle,pso,6,0.8535729847494553,0.8352941176470589,7.525625905437999,-6.2291380224369695,11.690553188323976,19,100
vehicle,de,6,0.8550108932461875,0.8470588235294118,10.567826357711834,-7.375540449372553,17.259524822235107,22,100
vehicle,ga,6,0.8520588235294116,0.8352941176470589,10.103812992704922,-7.636642830075391,18.155165195465088,19,100
vehicle,grid,7,0.8416557734204794,0.8235294117647058,6.111111111111111,-5.0,14.313394784927368,56,100
vehicle,random,7,0.8416993464052288,0.8117647058823529,8.380264817678276,-6.580448524590347,13.20483374595642,3,100
vehicle,bo_tpe,7,0.8461437908496732,0.8294117647058824,9.309836587099552,-6.423477254770666,15.644015550613403,3,100
vehicle,pso,7,0.8476034858387799,0.8294117647058824,11.352885452442814,-7.811770199531091,15.301368474960327,23,100
vehicle,de,7,0.8446623093681918,0.8235294117647058,8.826726473587797,-6.850773232329159,13.825023651123049,8,100
vehicle,ga,7,0.8446732026143792,0.8117647058823529,7.588573913094645,-6.221082172361395,13.25618028640747,8,100
