dataset,optimizer,seed,target,reference,bar,evals_to_target,reached
ozone-8hr,pso,21,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,22,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,22,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,22,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,23,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,23,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,23,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,24,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,24,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,24,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,25,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,25,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,25,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,26,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,26,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,26,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,27,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,27,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,27,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,28,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,28,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,28,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,pso,29,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,pso,29,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,pso,29,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,0,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,0,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,0,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,1,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,1,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,1,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,2,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,2,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,2,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,3,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,3,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,3,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,4,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,4,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,4,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,5,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,5,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,5,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,6,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,6,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,6,0.98,0.9467102396514162,0.9277760348583879,2,True
ozone-8hr,random,7,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,7,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,7,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,8,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,8,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,8,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,9,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,9,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,9,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,10,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,10,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,10,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,11,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,11,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,11,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,12,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,12,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,12,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,13,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,13,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,13,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,14,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,14,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,14,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,15,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,15,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,15,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,16,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,16,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,16,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,17,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,17,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,17,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,18,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,18,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,18,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,19,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,19,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,19,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,20,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,20,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,20,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,21,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,21,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,21,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,22,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,22,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,22,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,23,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,23,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,23,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,24,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,24,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,24,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,25,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,25,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,25,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,26,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,26,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,26,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,27,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,27,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,27,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,28,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,28,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,28,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,random,29,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,random,29,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,random,29,0.98,0.9467102396514162,0.9277760348583879,2,True
ozone-8hr,sa,0,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,0,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,0,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,1,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,1,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,1,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,2,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,2,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,2,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,3,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,3,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,3,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,4,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,4,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,4,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,5,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,5,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,5,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,6,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,6,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,6,0.98,0.9467102396514162,0.9277760348583879,2,True
ozone-8hr,sa,7,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,7,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,7,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,8,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,8,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,8,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,9,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,9,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,9,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,10,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,10,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,10,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,11,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,11,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,11,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,12,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,12,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,12,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,13,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,13,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,13,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,14,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,14,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,14,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,15,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,15,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,15,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,16,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,16,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,16,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,17,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,17,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,17,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,18,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,18,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,18,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,19,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,19,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,19,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,20,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,20,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,20,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,21,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,21,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,21,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,22,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,22,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,22,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,23,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,23,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,23,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,24,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,24,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,24,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,25,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,25,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,25,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,26,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,26,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,26,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,27,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,27,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,27,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,28,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,28,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,28,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sa,29,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sa,29,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sa,29,0.98,0.9467102396514162,0.9277760348583879,2,True
ozone-8hr,sh,0,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,0,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,0,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,1,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,1,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,1,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,2,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,2,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,2,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,3,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,3,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,3,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,4,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,4,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,4,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,5,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,5,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,5,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,6,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,6,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,6,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,7,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,7,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,7,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,8,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,8,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,8,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,9,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,9,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,9,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,10,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,10,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,10,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,11,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,11,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,11,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,12,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,12,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,12,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,13,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,13,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,13,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,14,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,14,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,14,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,15,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,15,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,15,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,16,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,16,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,16,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,17,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,17,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,17,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,18,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,18,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,18,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,19,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,19,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,19,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,20,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,20,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,20,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,21,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,21,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,21,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,22,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,22,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,22,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,23,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,23,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,23,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,24,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,24,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,24,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,25,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,25,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,25,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,26,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,26,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,26,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,27,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,27,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,27,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,28,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,28,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,28,0.98,0.9467102396514162,0.9277760348583879,1,True
ozone-8hr,sh,29,0.9,0.9467102396514162,0.8520392156862746,1,True
ozone-8hr,sh,29,0.95,0.9467102396514162,0.8993747276688454,1,True
ozone-8hr,sh,29,0.98,0.9467102396514162,0.9277760348583879,1,True
qsar-biodeg,bo_tpe,0,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,0,0.95,0.9038011695906432,0.858611111111111,2,True
qsar-biodeg,bo_tpe,0,0.98,0.9038011695906432,0.8857251461988302,2,True
qsar-biodeg,bo_tpe,1,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,1,0.95,0.9038011695906432,0.858611111111111,5,True
qsar-biodeg,bo_tpe,1,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,2,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,2,0.95,0.9038011695906432,0.858611111111111,2,True
qsar-biodeg,bo_tpe,2,0.98,0.9038011695906432,0.8857251461988302,10,True
qsar-biodeg,bo_tpe,3,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,3,0.95,0.9038011695906432,0.858611111111111,2,True
qsar-biodeg,bo_tpe,3,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,4,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,4,0.95,0.9038011695906432,0.858611111111111,3,True
qsar-biodeg,bo_tpe,4,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,5,0.9,0.9038011695906432,0.8134210526315788,3,True
qsar-biodeg,bo_tpe,5,0.95,0.9038011695906432,0.858611111111111,3,True
qsar-biodeg,bo_tpe,5,0.98,0.9038011695906432,0.8857251461988302,19,True
qsar-biodeg,bo_tpe,6,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,6,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,6,0.98,0.9038011695906432,0.8857251461988302,24,True
qsar-biodeg,bo_tpe,7,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,7,0.95,0.9038011695906432,0.858611111111111,5,True
qsar-biodeg,bo_tpe,7,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,8,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,8,0.95,0.9038011695906432,0.858611111111111,4,True
qsar-biodeg,bo_tpe,8,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,9,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,9,0.95,0.9038011695906432,0.858611111111111,7,True
qsar-biodeg,bo_tpe,9,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,10,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,10,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,10,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,11,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,11,0.95,0.9038011695906432,0.858611111111111,3,True
qsar-biodeg,bo_tpe,11,0.98,0.9038011695906432,0.8857251461988302,14,True
qsar-biodeg,bo_tpe,12,0.9,0.9038011695906432,0.8134210526315788,2,True
qsar-biodeg,bo_tpe,12,0.95,0.9038011695906432,0.858611111111111,2,True
qsar-biodeg,bo_tpe,12,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,13,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,13,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,13,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,14,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,14,0.95,0.9038011695906432,0.858611111111111,8,True
qsar-biodeg,bo_tpe,14,0.98,0.9038011695906432,0.8857251461988302,48,True
qsar-biodeg,bo_tpe,15,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,15,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,15,0.98,0.9038011695906432,0.8857251461988302,3,True
qsar-biodeg,bo_tpe,16,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,16,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,16,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,17,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,17,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,17,0.98,0.9038011695906432,0.8857251461988302,101,False
qsar-biodeg,bo_tpe,18,0.9,0.9038011695906432,0.8134210526315788,1,True
qsar-biodeg,bo_tpe,18,0.95,0.9038011695906432,0.858611111111111,1,True
qsar-biodeg,bo_tpe,18,0.98,0.9038011695906432,0.8857251461988302,26,True
qsar-biodeg,bo_tpe,19,0.9,0.9038011695906432,0.8134210526315788,5,True
