opt_A,opt_B,mean_diff,ci_low,ci_high,equivalent,p_tost,max_abs_diff,p_tost_holm,equivalent_holm
bo_tpe,cuckoo,-0.00015365907597995055,-0.0017509756293169008,0.0014436574773569995,True,1.4386971346162926e-09,0.00712250712250706,2.8773942692325852e-08,True
bo_tpe,de,0.0004627871288057306,-0.0004092968281657369,0.0013348710857771981,True,7.49795413000379e-12,0.003896103896103842,2.5493044042012887e-10,True
bo_tpe,ga,-1.6372477982584677e-05,-0.0011788131306648862,0.0011460681746997168,True,8.005274290877273e-11,0.004843304843304863,2.321529544354409e-09,True
bo_tpe,grid,0.00037431223394235325,-0.0013942273592749941,0.0021428518271597004,True,3.908538857673142e-09,0.007407407407407418,6.644516058044342e-08,True
bo_tpe,pso,0.00030642221836552075,-0.0007363983662029149,0.0013492428029339564,True,3.457874464752742e-11,0.0039886039886040114,1.07194108407335e-09,True
bo_tpe,random,-0.0003328531640677923,-0.0022312887100792867,0.0015655823819437022,True,7.1651756491284475e-09,0.007254901960784266,1.0747763473692671e-07,True
bo_tpe,sa,-2.7739685147110114e-05,-0.001780031577951516,0.0017245522076572955,True,3.086662183457095e-09,0.006837606837606813,5.555991930222771e-08,True
bo_tpe,sh,0.0039431715312024055,0.0015061198350494933,0.006380223227355318,True,3.643924047568331e-07,0.011688311688311526,3.2795316428114977e-06,True
cuckoo,de,0.0006164462047856811,-0.0009134879193563067,0.0021463803289276688,True,1.2102868033080003e-09,0.005413105413105357,2.5416022869468006e-08,True
cuckoo,ga,0.00013728659799736587,-0.0011582698818193868,0.0014328430778141187,True,2.222114025172159e-10,0.004739336492890822,5.555285062930398e-09,True
cuckoo,grid,0.0005279713099223038,-0.0026604195503435726,0.0037163621701881804,True,6.939235074250848e-07,0.014529914529914478,4.857464551975593e-06,True
cuckoo,pso,0.00046008129434547127,-0.0003566070719839007,0.0012767696606748433,True,4.159555613322519e-12,0.0031339031339030488,1.4974400207961067e-10,True
cuckoo,random,-0.00017919408808784177,-0.001409521748171752,0.0010511335719960682,True,1.428865596074215e-10,0.00509803921568619,3.715050549792959e-09,True
cuckoo,sa,0.00012591939083284043,-0.000729509685874872,0.0009813484675405529,True,5.412727723105814e-12,0.0025974025974025983,1.8944547030870348e-10,True
cuckoo,sh,0.004096830607182356,0.0006313764041250103,0.007562284810239701,True,7.391736250209637e-06,0.01737891737891728,1.924521300735337e-05,True
de,ga,-0.0004791596067883153,-0.00163860106075089,0.0006802818471742593,True,9.64231991009856e-11,0.003896103896103842,2.6034263757266112e-09,True
de,grid,-8.847489486337733e-05,-0.002213258599027542,0.0020363088093007875,True,1.7283913836385055e-08,0.009116809116809121,2.4197479370939074e-07,True
de,pso,-0.00015636491044020983,-0.0012620719375055092,0.0009493421166250896,True,5.452470879700187e-11,0.00303030303030305,1.635741263910056e-09,True
de,random,-0.0007956402928735229,-0.0028646608597041163,0.0012733802739570703,True,1.879399687684648e-08,0.007843137254901933,2.4432195939900426e-07,True
de,sa,-0.0004905268139528407,-0.0020171052291420768,0.0010360516012363956,True,1.1207222970657533e-09,0.00512820512820511,2.4655890535446574e-08,True
de,sh,0.0034803844023966746,0.0011089175878159648,0.005851851216977384,True,2.2636225927662117e-07,0.011965811965811923,2.2636225927662116e-06,True
ga,grid,0.0003906847119249379,-0.0023368886530961788,0.0031182580769460546,True,1.7265244412587635e-07,0.012250712250712281,1.8991768853846399e-06,True
ga,pso,0.0003227946963481054,-0.0006150247560882667,0.0012606141487844775,True,1.348228961785026e-11,0.0035087719298245723,4.3143326777120833e-10,True
ga,random,-0.00031648068608520764,-0.001996762351063186,0.0013638009788927705,True,2.4227324164110606e-09,0.005686274509803968,4.603191591181015e-08,True
ga,sa,-1.136720716452544e-05,-0.0014438074913873625,0.0014210730770583115,True,5.134587773478866e-10,0.004385964912280715,1.1809551879001392e-08,True
ga,sh,0.00395954400918499,0.0006442631268808049,0.007274824891489175,True,4.8113032518383424e-06,0.015099715099715083,1.924521300735337e-05,True
grid,pso,-6.78900155768325e-05,-0.0026304294577854043,0.0024946494266317393,True,8.754077428584525e-08,0.01139601139601143,1.050489291430143e-06,True
grid,random,-0.0007071653980101455,-0.0038869940317529774,0.002472663235732686,True,7.334415702701928e-07,0.013105413105413133,4.857464551975593e-06,True
grid,sa,-0.00040205191908946334,-0.0035492568675202178,0.002745153029341291,True,5.886394289051709e-07,0.014245014245014231,4.709115431241367e-06,True
grid,sh,0.003568859297260052,0.0020724290306811067,0.005065289563838997,True,4.291357475022946e-09,0.008874458874458813,6.866171960036714e-08,True
pso,random,-0.000639275382433313,-0.001986161175093157,0.0007076104102265309,True,3.9439974932936557e-10,0.005490196078431264,9.465593983904774e-09,True
pso,sa,-0.00033416190351263084,-0.0012416864776309377,0.000573362670605676,True,1.010057565636572e-11,0.002849002849002802,3.333189966600688e-10,True
pso,sh,0.0036367493128368843,0.0006554240655876581,0.006618074560086111,True,1.7004982327638838e-06,0.014245014245014231,8.502491163819419e-06,True
random,sa,0.00030511347892068217,-0.0008555161031919043,0.0014657430610332685,True,8.989784160406315e-11,0.0037254901960784848,2.5171395649137684e-09,True
random,sh,0.004276024695270197,0.0006106030496243198,0.007941446340916074,True,1.2692602399137522e-05,0.015954415954415935,1.924521300735337e-05,True
sa,sh,0.003970911216349515,0.0005847346090899555,0.007357087823609075,True,5.748947486488913e-06,0.017094017094017033,1.924521300735337e-05,True
