dataset,optimizer,seed,cv_best,test_acc,best_log2C,best_log2gamma,time_sec,evals_to_99pct,n_evals_used
diabetes,grid,0,0.7736638677862189,0.7987012987012987,3.888888888888889,-9.0,42.93776345252991,25,100
diabetes,random,0,0.7752765560442489,0.7922077922077922,11.419864596958703,-13.252177035724896,19.08930253982544,21,100
diabetes,bo_tpe,0,0.7769159003065441,0.7987012987012987,3.801892849155612,-8.988773550266343,13.646491765975952,21,100
diabetes,pso,0,0.7769025723044116,0.7987012987012987,6.819498768287854,-10.363635417680916,22.112266540527344,7,100
diabetes,de,0,0.7769025723044116,0.7987012987012987,7.805703186982749,-11.458261691589152,15.86014199256897,1,100
diabetes,ga,0,0.7769159003065441,0.8116883116883117,8.138443997164522,-9.536989517443548,12.062791109085085,1,100
diabetes,grid,1,0.780021324803412,0.7597402597402597,1.666666666666667,-5.0,21.086678504943848,26,100
diabetes,random,1,0.778381980541117,0.7532467532467533,1.5328980354419226,-5.512954159363034,15.058608055114746,5,100
diabetes,bo_tpe,1,0.7832866853258695,0.7597402597402597,0.3248428283336053,-4.165589518824092,9.312411785125732,5,100
diabetes,pso,1,0.7767959482873519,0.7532467532467533,7.409708462153548,-12.198826615488,9.543893814086914,6,100
diabetes,de,1,0.7767959482873517,0.7597402597402597,10.070262173496133,-14.619795821630628,11.048751831054688,8,100
diabetes,ga,1,0.7783953085432493,0.7467532467532467,5.330076210786721,-7.107544132192792,12.19939661026001,8,100
diabetes,grid,2,0.757270425163268,0.8051948051948052,1.666666666666667,-9.0,22.38866353034973,25,100
diabetes,random,2,0.757297081167533,0.8376623376623377,2.01743802603281,-5.082397704160453,21.3999707698822,2,100
diabetes,bo_tpe,2,0.7588964414234306,0.8246753246753247,1.7941627908734414,-8.384988674753306,10.7101309299469,2,100
diabetes,pso,2,0.7588964414234306,0.8246753246753247,0.0839847364477006,-7.00085914112722,13.199638843536375,3,100
diabetes,de,2,0.7588964414234306,0.8181818181818182,3.652615816095743,-10.151574422515134,13.237453937530518,2,100
diabetes,ga,2,0.7572837531654004,0.8376623376623377,3.138629392716717,-5.848108332878497,24.08525276184082,2,100
diabetes,grid,3,0.7818339330934293,0.7532467532467533,-0.5555555555555554,-7.0,29.07602095603943,25,100
diabetes,random,3,0.7850459816073571,0.7597402597402597,0.818094778258887,-5.805103106442065,21.36527132987976,2,100
diabetes,bo_tpe,3,0.786658669865387,0.7532467532467533,0.2956050326793871,-4.685510074029603,11.665811777114868,2,100
diabetes,pso,3,0.7882846861255498,0.7337662337662337,8.059205555989863,-8.35428978875765,16.172192335128784,6,100
diabetes,de,3,0.7834199653471945,0.7467532467532467,0.6028782262838828,-6.471937595201243,9.702866792678831,4,100
diabetes,ga,3,0.7818339330934293,0.7532467532467533,4.58102596281668,-12.124699536532583,9.487715482711792,4,100
diabetes,grid,4,0.7703985072637611,0.7987012987012987,1.666666666666667,-9.0,21.889156818389893,25,100
diabetes,random,4,0.7720245235239237,0.7987012987012987,5.43392244889916,-13.052519108029848,15.4130961894989,3,100
diabetes,bo_tpe,4,0.7720245235239238,0.7727272727272727,0.0460058894233528,-8.361575544274267,10.861772298812866,3,100
diabetes,pso,4,0.7703985072637611,0.7922077922077922,4.792079487317587,-11.96065553558087,14.341882705688477,9,100
diabetes,de,4,0.7720245235239238,0.7922077922077922,1.998747996445096,-10.150599033133531,22.878228664398197,2,100
diabetes,ga,4,0.7720245235239238,0.7987012987012987,3.2732992585380427,-11.096900848291822,25.91602396965027,2,100
diabetes,grid,5,0.7703718512594963,0.7792207792207793,1.666666666666667,-9.0,20.80200409889221,25,100
diabetes,random,5,0.7687724910035986,0.7792207792207793,3.2847003816210254,-9.670561210794336,15.826619386672974,9,100
diabetes,bo_tpe,5,0.7769025723044114,0.7727272727272727,-0.6120736685537542,-6.26710464584666,8.972299814224243,57,100
diabetes,pso,5,0.7801679328268692,0.7727272727272727,-0.1019945021202912,-6.445760247287161,9.672267198562622,19,100
diabetes,de,5,0.7769025723044114,0.7792207792207793,-0.4536294967818381,-6.706501527656564,11.982571125030518,38,100
